section,shape,representation,rows,fetch_rows,accounted_bytes,accounted_bytes_per_row,os_private_delta_bytes,append_ms,random_read_ns,repeat
shape,s14,batches,1000000,1000,132832768,132.8,135094272,0.051,101.0,1
shape,s14,batches,1000000,1000,132832768,132.8,135274496,0.054,91.9,2
shape,s14,store,1000000,1000,73378384,73.4,76193792,38.545,94.5,0
shape,s14,store,1000000,1000,73378384,73.4,76009472,35.907,105.0,1
shape,s14,store,1000000,1000,73378384,73.4,76017664,35.822,94.6,2
fetch_size,s14,batches,100000,100,13696768,137.0,15003648,0.045,78.7,0
fetch_size,s14,batches,100000,100,13696768,137.0,14999552,0.045,82.2,1
fetch_size,s14,batches,100000,100,13696768,137.0,15007744,0.040,68.8,2
fetch_size,s14,store,100000,100,7657384,76.6,8798208,3.147,68.3,0
fetch_size,s14,store,100000,100,7657384,76.6,8814592,4.268,92.9,1
fetch_size,s14,store,100000,100,7657384,76.6,8798208,3.468,83.5,2
fetch_size,s14,batches,100000,10000,15443312,154.4,16887808,0.003,74.3,0
fetch_size,s14,batches,100000,10000,15443312,154.4,16777216,0.002,76.6,1
fetch_size,s14,batches,100000,10000,15443312,154.4,17301504,0.003,61.9,2
fetch_size,s14,store,100000,10000,7306216,73.1,7143424,4.617,58.0,0
fetch_size,s14,store,100000,10000,7306216,73.1,7196672,4.337,66.1,1
fetch_size,s14,store,100000,10000,7306216,73.1,7667712,3.742,62.3,2
fetch_size,text5date2,batches,100000,100,72144768,721.4,77037568,0.061,108.2,0
fetch_size,text5date2,batches,100000,100,72144768,721.4,76955648,0.067,122.3,1
fetch_size,text5date2,batches,100000,100,72144768,721.4,77025280,0.056,119.8,2
fetch_size,text5date2,store,100000,100,42240184,422.4,45670400,16.001,132.1,0
fetch_size,text5date2,store,100000,100,42240184,422.4,45830144,17.434,131.0,1
fetch_size,text5date2,store,100000,100,42240184,422.4,45494272,16.689,126.2,2
fetch_size,text5date2,batches,100000,10000,59406512,594.1,65253376,0.003,115.7,0
fetch_size,text5date2,batches,100000,10000,59406512,594.1,65290240,0.002,106.6,1
fetch_size,text5date2,batches,100000,10000,59406512,594.1,64524288,0.002,99.2,2
fetch_size,text5date2,store,100000,10000,41495096,415.0,43188224,16.003,120.0,0
fetch_size,text5date2,store,100000,10000,41495096,415.0,43184128,14.019,105.8,1
fetch_size,text5date2,store,100000,10000,41495096,415.0,43184128,14.308,117.2,2
